broadcasted_at,fee_price,mined_at
78384161,18446744073709551615,
78388457,18446744073709551615,
78391814,18446744073709551615,
78420678,18446744073709551615,
78433473,18446744073709551615,
78452755,18446744073709551615,
78462023,18446744073709551615,
78472216,18446744073709551615,
78517014,18446744073709551615,
78518681,18446744073709551615,
78544428,18446744073709551615,
78553355,18446744073709551615,
78557906,18446744073709551615,
78587282,18446744073709551615,
78576687,18446744073709551615,
78554842,18446744073709551615,
78548106,18446744073709551615,
78523871,18446744073709551615,
78517814,18446744073709551615,
78508837,18446744073709551615,
78470030,18446744073709551615,
78457992,18446744073709551615,
78441128,18446744073709551615,
78431259,18446744073709551615,
78419665,18446744073709551615,
78390527,18446744073709551615,
78388318,18446744073709551615,
78383394,18446744073709551615,
78310240,18446744073709551615,
78307279,18446744073709551615,
78286112,18446744073709551615,
78265892,18446744073709551615,
78259509,18446744073709551615,
78228379,18446744073709551615,
78220120,18446744073709551615,
78203808,18446744073709551615,
78177798,18446744073709551615,
78158294,18446744073709551615,
78143849,18446744073709551615,
78610274,18446744073709551615,
78638768,18446744073709551615,
78678153,18446744073709551615,
78728577,18446744073709551615,
78748587,18446744073709551615,
78767626,18446744073709551615,
78788006,18446744073709551615,
78814846,18446744073709551615,
78841052,18446744073709551615,
78842057,18446744073709551615,
78849163,18446744073709551615,
78873519,18446744073709551615,
78884283,18446744073709551615,
78920133,18446744073709551615,
78948329,18446744073709551615,
78953585,18446744073709551615,
78998212,18446744073709551615,
79008212,18446744073709551615,
79017168,18446744073709551615,
79041770,18446744073709551615,
79056482,18446744073709551615,
79086818,18446744073709551615,
79117951,18446744073709551615,
79128091,18446744073709551615,
79129564,18446744073709551615,
79174586,18446744073709551615,
79177892,18446744073709551615,
79184370,18446744073709551615,
79175123,18446744073709551615,
79137460,18446744073709551615,
79128310,18446744073709551615,
79120671,18446744073709551615,
79098356,18446744073709551615,
79073110,18446744073709551615,
79053314,18446744073709551615,
79023478,18446744073709551615,
79016628,18446744073709551615,
79006648,18446744073709551615,
78971171,18446744073709551615,
78951474,18446744073709551615,
78930624,18446744073709551615,
78916964,18446744073709551615,
78881734,18446744073709551615,
78850679,18446744073709551615,
78842962,18446744073709551615,
78841176,18446744073709551615,
78815282,18446744073709551615,
78791190,18446744073709551615,
78774120,18446744073709551615,
78757799,18446744073709551615,
78742105,18446744073709551615,
78726246,18446744073709551615,
79218371,18446744073709551615,
79223089,18446744073709551615,
79235165,18446744073709551615,
79243916,18446744073709551615,
79246425,18446744073709551615,
79266424,18446744073709551615,
79274049,18446744073709551615,
79286386,18446744073709551615,
79290945,18446744073709551615,
79299856,18446744073709551615,
79305771,18446744073709551615,
79329054,18446744073709551615,
79337920,18446744073709551615,
79370106,18446744073709551615,
79437949,18446744073709551615,
79466926,18446744073709551615,
79471204,18446744073709551615,
79486676,18446744073709551615,
79516701,18446744073709551615,
79540641,18446744073709551615,
79575180,18446744073709551615,
79618884,18446744073709551615,
79667849,18446744073709551615,
79687900,18446744073709551615,
79716232,18446744073709551615,
79730888,18446744073709551615,
79754593,18446744073709551615,
79765312,18446744073709551615,
79781601,18446744073709551615,
79786069,18446744073709551615,
79797067,18446744073709551615,
79783032,18446744073709551615,
79780664,18446744073709551615,
79756568,18446744073709551615,
79751460,18446744073709551615,
79721301,18446744073709551615,
79690632,18446744073709551615,
79681655,18446744073709551615,
79662309,18446744073709551615,
79611700,18446744073709551615,
79541100,18446744073709551615,
79537888,18446744073709551615,
79490925,18446744073709551615,
79486638,18446744073709551615,
79470902,18446744073709551615,
79438920,18446744073709551615,
79437552,18446744073709551615,
79358015,18446744073709551615,
79330001,18446744073709551615,
79307140,18446744073709551615,
79302719,18446744073709551615,
79298068,18446744073709551615,
79288918,18446744073709551615,
79282712,18446744073709551615,
79270763,18446744073709551615,
79801461,18446744073709551615,
79818005,18446744073709551615,
79840302,18446744073709551615,
79844000,18446744073709551615,
79864102,18446744073709551615,
79881368,18446744073709551615,
79915292,18446744073709551615,
79935462,18446744073709551615,
79953860,18446744073709551615,
79965423,18446744073709551615,
79977306,18446744073709551615,
79995204,18446744073709551615,
80022386,18446744073709551615,
80041865,18446744073709551615,
80066663,18446744073709551615,
80082642,18446744073709551615,
80091742,18446744073709551615,
80094606,18446744073709551615,
80130514,18446744073709551615,
80140084,18446744073709551615,
80160387,18446744073709551615,
80185254,18446744073709551615,
80218140,18446744073709551615,
80257168,18446744073709551615,
80270138,18446744073709551615,
80288780,18446744073709551615,
80315905,18446744073709551615,
80344509,18446744073709551615,
80346721,18446744073709551615,
80362594,18446744073709551615,
80377053,18446744073709551615,
80380334,18446744073709551615,
80389485,18446744073709551615,
80392129,18446744073709551615,
80390634,18446744073709551615,
80386601,18446744073709551615,
80377661,18446744073709551615,
80362645,18446744073709551615,
80354358,18446744073709551615,
80344916,18446744073709551615,
80334271,18446744073709551615,
80314719,18446744073709551615,
80272248,18446744073709551615,
80258282,18446744073709551615,
80218815,18446744073709551615,
80198828,18446744073709551615,
80184778,18446744073709551615,
80147610,18446744073709551615,
80139635,18446744073709551615,
80126934,18446744073709551615,
80094195,18446744073709551615,
80088537,18446744073709551615,
80080684,18446744073709551615,
80058336,18446744073709551615,
80036030,18446744073709551615,
80017545,18446744073709551615,
79985851,18446744073709551615,
79966163,18446744073709551615,
79963928,18446744073709551615,
80409015,18446744073709551615,
80441848,18446744073709551615,
80491865,18446744073709551615,
80521532,18446744073709551615,
80526470,18446744073709551615,
80539365,18446744073709551615,
80552871,18446744073709551615,
80563903,18446744073709551615,
80586853,18446744073709551615,
80605949,18446744073709551615,
80614644,18446744073709551615,
80632794,18446744073709551615,
80658266,18446744073709551615,
80691387,18446744073709551615,
80710107,18446744073709551615,
80717782,18446744073709551615,
80736809,18446744073709551615,
80744189,18446744073709551615,
80772078,18446744073709551615,
80807624,18446744073709551615,
80821987,18446744073709551615,
80862883,18446744073709551615,
80909538,18446744073709551615,
80980293,18446744073709551615,
80997079,18446744073709551615,
80970336,18446744073709551615,
80871790,18446744073709551615,
80843157,18446744073709551615,
