broadcasted_at,fee_price,mined_at
4503018,100012,
58111012,100012,
34924177,100012,
58095673,100012,
18299541,100012,
10414179,100012,
68341478,100012,
10397267,100012,
34835867,100012,
36015136,100012,
62925509,100012,
59767442,100012,
69589772,100012,
59150598,100012,
70707196,100012,
18196032,100012,
7790109,100012,
69458124,100012,
60261642,100012,
63422443,100012,
64081222,100012,
66440150,100012,
9590058,100012,
63389407,100012,
71951004,100012,
57488185,100012,
61411636,100012,
71215240,100012,
17614376,100012,
5874901,100012,
15490040,100012,
5300290,100012,
65648485,100012,
12566375,100012,
71064006,100012,
63900669,100012,
71660558,100012,
73535719,100012,
69068206,100012,
61943599,100012,
21624993,100012,
85186802,100012,
3277068,100012,
61858357,100012,
20209261,100012,
28859799,100012,
74021287,100012,
31437422,100012,
63708911,100012,
81385412,100012,
79742919,100012,
69643754,100012,
79158566,100012,
61802881,100012,
76011461,100012,
81283951,100012,
82402772,100012,
84397913,100012,
75477938,100012,
80217871,100012,
59505839,100012,
78297146,100012,
29565448,100012,
63637712,100012,
64828761,100012,
73278461,100012,
62447560,100012,
64244383,100012,
80555516,100012,
77007274,100012,
75271647,100012,
58808668,100012,
72742887,100012,
35240675,100012,
17207038,100012,
78768197,100012,
7101292,100012,
78687128,100012,
55632322,100012,
15600813,100012,
42020892,100012,
75715423,100012,
54878098,100012,
39294165,100012,
30129108,100012,
12824643,100012,
10851691,100012,
10158911,100012,
33153923,100012,
10818307,100012,
53765678,100012,
38548376,100012,
18493632,100012,
13786244,100012,
27341390,100012,
4880401,100012,
29189433,100012,
12713277,100012,
55859102,100012,
15810438,100012,
7946714,100012,
51998354,100012,
37097273,100012,
23824993,100012,
51357766,100012,
30375884,100012,
46695138,100012,
37638792,100012,
39928381,100012,
4559361,100012,
32882715,100012,
37007441,100012,
23288139,100012,
47683025,100012,
16779372,100012,
41610583,100012,
41603490,100012,
44120152,100012,
24934156,100012,
24832461,100012,
42157706,100012,
45206232,100012,
42172607,100012,
6926102,100012,
45786081,100012,
46377215,100012,
42673922,100012,
41054591,100012,
28945480,100012,
44558870,100012,
24875073,100012,
33330313,100012,
1857867,100012,
23231423,100013,
23724507,100013,
2179509,100013,
21862393,100013,
16839838,100013,
37925360,100013,
12997311,100013,
22405368,100013,
19605463,100013,
30624988,100013,
3515553,100013,
2480972,100013,
13843629,100013,
35606989,100013,
38416906,100013,
24200254,100013,
6257685,100013,
18228536,100013,
14838604,100013,
33058127,100013,
7276980,100013,
11854035,100013,
48944311,100013,
18716423,100013,
15777188,100013,
46049862,100013,
20928106,100013,
46529478,100013,
21395747,100013,
30304380,100013,
39848836,100013,
46493042,100013,
50179549,100013,
51069673,100013,
23753351,100013,
26585132,100013,
43302544,100013,
49443294,100013,
6020773,100013,
34627269,100013,
38755793,100013,
38156846,100013,
61672961,100013,
44569753,100013,
49884937,100013,
58578074,100013,
35857922,100013,
67028560,100013,
21907225,100013,
18416763,100013,
70795696,100013,
37421259,100013,
64538665,100013,
66343800,100013,
62112355,100013,
45643129,100013,
68148864,100013,
20844668,100013,
69898856,100013,
71939345,100013,
66121012,100013,
60858597,100013,
56351739,100013,
60780405,100013,
9953958,100013,
16444608,100013,
72509389,100013,
7020980,100013,
55052514,100013,
72483189,100013,
66000550,100013,
16113101,100013,
55031270,100013,
72390226,100013,
80903831,100013,
71598323,100013,
65497891,100013,
82050624,100013,
71561767,100013,
64891314,100013,
77951200,100013,
1198743,100013,
85184810,100013,
82555690,100013,
8843354,100013,
76686804,100013,
83200926,100013,
13970030,100013,
85062226,100013,
56567067,100013,
2927838,100013,
74737637,100013,
53365150,100013,
75443638,100013,
80186480,100013,
55594706,100013,
74640818,100013,
82920786,100013,
10255843,100013,
84831232,100013,
81039340,100013,
15823111,100013,
26175824,100013,
79478043,100013,
85914284,100013,
52191562,100013,
80530654,100013,
75186952,100013,
57628577,100013,
85842733,100013,
76872907,100013,
78107446,100013,
55491679,100013,
25142419,100013,
28665270,100013,
27338553,100013,
75705623,100013,
5158001,100013,
79258700,100013,
19125748,100013,
47831529,100013,
53667138,100013,
23890745,100013,
50845577,100013,
20393305,100013,
41315517,100013,
7783984,100013,
50759363,100013,
52477892,100013,
54026518,100013,
54048776,100013,
19094954,100013,
31591681,100013,
1170616,100013,
48940735,100014,
48912546,100014,
34731796,100014,
44836818,100014,
1987800,100014,
48774181,100014,
32857093,100014,
3887432,100014,
8972950,100014,
47575516,100014,
3974689,100014,
46457286,100014,
47490356,100014,
14242297,100014,
63599600,100014,
44623038,100014,
46405343,100014,
64108766,100014,
67595130,100014,
68830884,100014,
68823941,100014,
64591522,100014,
66399808,100014,
28890095,100014,
40429048,100014,
66136760,100014,
41048670,100014,
68089677,100014,
41014073,100014,
25949156,100014,
71800516,100014,
4892894,100014,
35198441,100014,
82732826,100014,
82685535,100014,
83352441,100014,
29520499,100014,
77357220,100014,
58871677,100014,
85799577,100014,
83963175,100014,
72393937,100014,
74183812,100014,
39723595,100014,
14012929,100014,
63169852,100014,
74073025,100014,
79141402,100014,
37314099,100014,
73961152,100014,
83607350,100014,
20642845,100014,
60682040,100014,
81164096,100014,
73338345,100014,
84777714,100014,
56665538,100014,
82308333,100014,
10238096,100014,
8989939,100014,
57791951,100014,
21443562,100014,
34726837,100014,
33782218,100014,
72603797,100014,
8690962,100014,
79326096,100014,
34852209,100014,
76266327,100014,
79859648,100014,
57632966,100014,
18879744,100014,
16889166,100014,
56447079,100014,
51587154,100014,
24136198,100014,
55999433,100014,
20128217,100014,
52662908,100014,
15601636,100014,
50864140,100014,
15007127,100014,
27316129,100014,
41880072,100014,
51302928,100014,
51283963,100014,
41914821,100014,
13637858,100014,
41384125,100014,
9271572,100014,
26111885,100014,
31133129,100014,
45450923,100014,
21053020,100014,
1320953,100014,
19352248,100015,
43469119,100015,
19273821,100015,
2005012,100015,
19077479,100015,
1541304,100015,
8816224,100015,
45142810,100015,
14000963,100015,
16742632,100015,
49253938,100015,
38725335,100015,
22321556,100015,
64761302,100015,
14988870,100015,
16467584,100015,
35053812,100015,
66847851,100015,
14949442,100015,
56871976,100015,
62169648,100015,
59105460,100015,
69275073,100015,
60842030,100015,
66646535,100015,
65092715,100015,
36154362,100015,
69774959,100015,
68475931,100015,
74328229,100015,
71127162,100015,
80806824,100015,
83979857,100015,
58965565,100015,
64986137,100015,
85002890,100015,
6589952,100015,
70986412,100015,
58424227,100015,
81883908,100015,
39609032,100015,
70889886,100015,
71497466,100015,
70257165,100015,
81170105,100015,
80594481,100015,
76587696,100015,
75310532,100015,
78221929,100015,
16591550,100015,
32638543,100015,
61291667,100015,
61265240,100015,
78807203,100015,
27514351,100015,
76861345,100015,
22938045,100015,
63604750,100015,
5891586,100015,
26225761,100015,
31852678,100015,
57786391,100015,
28103391,100015,
22902860,100015,
1466704,100015,
16530610,100015,
12697726,100015,
56139753,100015,
57052576,100015,
29192751,100015,
17574959,100015,
17933213,100015,
52044908,100015,
37169875,100015,
31793010,100015,
53049717,100015,
53066329,100015,
48481634,100015,
31787625,100015,
53518554,100015,
22680735,100015,
17952220,100015,
44934280,100015,
24858083,100015,
12997114,100015,
51789415,100015,
52813977,100015,
47707582,100015,
47068883,100015,
23251260,100015,
1112513,100015,
37543136,100016,
5210471,100016,
46485601,100016,
25958957,100016,
27047887,100016,
14766910,100016,
6937102,100016,
31303972,100016,
67194484,100016,
40988733,100016,
32664153,100016,
66514050,100016,
43899730,100016,
43869789,100016,
43869384,100016,
61068860,100016,
64680009,100016,
73164850,100016,
73744236,100016,
66355055,100016,
66274626,100016,
39636462,100016,
59260365,100016,
5406376,100016,
70512700,100016,
70519452,100016,
7616294,100016,
81391203,100016,
60365011,100016,
73364969,100016,
77963778,100016,
36684917,100016,
83139089,100016,
81871914,100016,
74811230,100016,
76003695,100016,
25828980,100016,
60838937,100016,
81089396,100016,
59055714,100016,
25813222,100016,
85872819,100016,
15840889,100016,
84664441,100016,
80519306,100016,
37062002,100016,
52805887,100016,
51815173,100016,
76846194,100016,
48154596,100016,
47035899,100016,
5416204,100016,
21493883,100016,
24864273,100016,
12808968,100016,
53888241,100016,
12758818,100016,
26780446,100016,
20113710,100016,
5513130,100016,
15584966,100016,
2412710,100016,
55456889,100016,
28658733,100016,
11905100,100016,
24464703,100016,
28413323,100016,
54654727,100016,
31080738,100016,
43028186,100016,
15991234,100016,
52917061,100016,
50815221,100016,
52867265,100016,
1010256,100016,
34157019,100017,
40617009,100017,
24914728,100017,
39864180,100017,
1250636,100017,
50182033,100017,
3320902,100017,
46944268,100017,
47497584,100017,
41132921,100017,
45172183,100017,
28214163,100017,
44056220,100017,
42131698,100017,
46329325,100017,
41549015,100017,
8803706,100017,
12117118,100017,
29436822,100017,
12831487,100017,
40226100,100017,
12530012,100017,
65849584,100017,
65316423,100017,
67625570,100017,
67542048,100017,
66855215,100017,
69564670,100017,
70068718,100017,
69501027,100017,
40882748,100017,
42569084,100017,
40823888,100017,
34845332,100017,
39166546,100017,
31881180,100017,
74024870,100017,
69032858,100017,
81381170,100017,
80797501,100017,
58001986,100017,
86265076,100017,
78466194,100017,
81782584,100017,
23140985,100017,
74894475,100017,
83056518,100017,
86025147,100017,
83043145,100017,
83487025,100017,
82987497,100017,
14507926,100017,
82280479,100017,
35489339,100017,
77087368,100017,
75367814,100017,
28583150,100017,
79433271,100017,
62519353,100017,
39519011,100017,
17345503,100017,
74470184,100017,
29778344,100017,
74410542,100017,
24170193,100017,
10541632,100017,
54513363,100017,
3718141,100017,
53317610,100017,
9533310,100017,
5448602,100017,
18740203,100017,
54222540,100017,
54212122,100017,
12657073,100017,
1282240,100017,
51535100,100017,
52037796,100017,
52030252,100017,
53469746,100017,
1132989,100017,
51436263,100018,
28689452,100018,
29954791,100018,
29222995,100018,
2335875,100018,
6652086,100018,
48941858,100018,
51095255,100018,
30993895,100018,
35336793,100018,
9554101,100018,
37638427,100018,
25671737,100018,
33966713,100018,
49971275,100018,
25015802,100018,
14340094,100018,
18560430,100018,
38675083,100018,
54732547,100018,
54724349,100018,
39661247,100018,
33826472,100018,
22006104,100018,
12921312,100018,
38558078,100018,
16143549,100018,
35518589,100018,
6230447,100018,
59398556,100018,
35426453,100018,
1536511,100018,
11630411,100018,
18328895,100018,
7829922,100018,
18221347,100018,
63581233,100018,
66738147,100018,
62998789,100018,
24029327,100018,
22948535,100018,
59519292,100018,
70561713,100018,
19259904,100018,
74277932,100018,
73520712,100018,
70487213,100018,
80875822,100018,
86265606,100018,
71551897,100018,
74879585,100018,
18163991,100018,
74735105,100018,
15604653,100018,
82240433,100018,
77663852,100018,
1516420,100018,
10784163,100019,
25295078,100019,
26927745,100019,
54396007,100019,
20754932,100019,
28041720,100019,
13258004,100019,
41902526,100019,
33592784,100019,
8124099,100019,
31613813,100019,
37124025,100019,
42270794,100019,
51971268,100019,
45300727,100019,
43398006,100019,
22650830,100019,
38369954,100019,
22241643,100019,
17503727,100019,
37564002,100019,
65970334,100019,
35767061,100019,
65853678,100019,
17489934,100019,
27045486,100019,
36158727,100019,
64578513,100019,
70180554,100019,
72538717,100019,
70125408,100019,
74282841,100019,
80909727,100019,
69394346,100019,
36092506,100019,
75259737,100019,
24856960,100019,
83699202,100019,
81687449,100019,
79791200,100019,
82270161,100019,
69200568,100019,
30638745,100019,
61939160,100019,
14490164,100019,
2853553,100019,
35426386,100020,
19042697,100020,
1787326,100020,
28167614,100020,
17431610,100020,
7030721,100020,
41117991,100020,
41582342,100020,
46120938,100020,
44598177,100020,
46953720,100020,
49092982,100020,
28027170,100020,
48204368,100020,
34694992,100020,
35837657,100020,
44420061,100020,
48627163,100020,
50444273,100020,
37248665,100020,
33392728,100020,
19402369,100020,
35230393,100020,
20162402,100020,
66302241,100020,
26695850,100020,
73799820,100020,
11886450,100020,
74301634,100020,
71225504,100020,
75381094,100020,
60083377,100020,
77253324,100020,
79043739,100020,
76624076,100020,
20055056,100020,
61250461,100020,
69086790,100020,
55017110,100020,
5703764,100020,
33009572,100020,
8891031,100020,
3915613,100020,
41335324,100020,
51592037,100020,
40754272,100020,
45401557,100020,
335882,100020,
10424059,100021,
15511243,100021,
1875431,100021,
48134920,100021,
48040816,100021,
37328611,100021,
76997599,100021,
83639566,100021,
79705740,100021,
68479297,100021,
19513300,100021,
31730309,100021,
4535605,100021,
18296264,100021,
44964804,100021,
4273193,100021,
52283801,100021,
29617388,100021,
10970437,100021,
59897554,100021,
15031534,100021,
60963984,100021,
66170814,100021,
67600601,100021,
81537048,100021,
68909190,100021,
14768121,100021,
82444228,100021,
940257,100021,
82217874,100022,
74057780,100022,
77570800,100022,
62136318,100022,
5678648,100022,
9323297,100022,
41956149,100022,
20104734,100022,
17642400,100022,
54041072,100022,
16122348,100022,
47315455,100022,
43350264,100022,
36528939,100022,
48355782,100022,
15252309,100022,
58119149,100022,
67707838,100022,
61645451,100022,
59098480,100022,
73501325,100022,
15161595,100022,
34050472,100022,
39037182,100022,
9550170,100022,
15020684,100022,
34808576,100022,
19657860,100022,
2664052,100022,
2687959,100023,
7822544,100023,
22616363,100023,
29371421,100023,
5317250,100023,
67146797,100023,
28450253,100023,
27628810,100023,
69465332,100023,
61681594,100023,
82537695,100023,
65029382,100023,
83016842,100023,
76433553,100023,
85561814,100023,
76492189,100023,
60999661,100023,
17933318,100023,
10997666,100023,
45324952,100023,
6866666,100023,
44058693,100023,
46573969,100023,
48951193,100023,
44002484,100023,
2416391,100023,
53872410,100024,
55504133,100024,
14961929,100024,
42523679,100024,
33675710,100024,
16463451,100024,
70100114,100024,
68750565,100024,
77676129,100024,
86300867,100024,
82929292,100024,
85489714,100024,
77447611,100024,
73292956,100024,
25473733,100024,
525604,100024,
11164564,100025,
43522226,100025,
47977909,100025,
46137530,100025,
45956257,100025,
70007161,100025,
85417579,100025,
45841773,100025,
40043792,100025,
59478879,100025,
11787573,100025,
12198311,100025,
24900519,100025,
23783400,100025,
13136914,100025,
75409978,100025,
1304461,100025,
84689843,100026,
79265218,100026,
9132542,100026,
68458615,100026,
3980172,100026,
28390637,100026,
81999079,100026,
76116813,100026,
62902077,100026,
37384934,100026,
3454591,100026,
79139452,100027,
11053171,100027,
17941157,100027,
24377439,100027,
46235266,100027,
7943025,100027,
40878265,100027,
6966146,100027,
21972624,100028,
47608397,100028,
53452120,100028,
29759488,100028,
21186398,100028,
9424858,100028,
53744736,100029,
72807665,100029,
9663714,100029,
9413633,100029,
38339724,100030,
48183209,100030,
35076888,100030,
5450858,100030,
57767883,100031,
67287276,100031,
24939378,100031,
79754958,100032,
28558866,100032,
66987663,100033,
54733115,100033,
60154831,100035,
41305020,100037,
65257,99966,600000
339288,99978,600000
455718,99983,600000
14445,99983,600000
443387,99985,600000
246431,99985,600000
155993,99986,600000
339846,99988,600000
220702,99989,600000
585816,99991,600000
500959,99991,600000
428078,99992,600000
308077,99992,600000
269334,99993,600000
110300,99993,600000
339796,99994,600000
536689,99995,600000
216939,99996,600000
471760,99996,600000
513462,99996,600000
108088,99996,600000
401327,99997,600000
109878,99997,600000
189507,99999,600000
303726,99999,600000
195300,99999,600000
471654,99999,600000
253271,99999,600000
323879,99999,600000
177476,99999,600000
248376,100000,600000
476655,100000,600000
227235,100000,600000
137597,100002,600000
301309,100002,600000
509606,100002,600000
29597,100002,600000
255496,100003,600000
289095,100004,600000
203995,100005,600000
222815,100007,600000
165796,100007,600000
245761,100008,600000
130038,100010,600000
44480,100012,600000
598233,100014,600000
375381,100016,600000
132421,100016,600000
393763,100017,600000
304985,100018,600000
926781,99978,1200000
823724,99978,1200000
930269,99981,1200000
919460,99982,1200000
939056,99984,1200000
968873,99984,1200000
656880,99984,1200000
1163303,99986,1200000
982292,99988,1200000
780539,99988,1200000
761433,99990,1200000
1139735,99990,1200000
707049,99990,1200000
680968,99991,1200000
1121603,99991,1200000
702825,99991,1200000
1022594,99991,1200000
950184,99991,1200000
1149202,99991,1200000
610820,99991,1200000
827067,99992,1200000
836352,99992,1200000
703499,99992,1200000
1083857,99993,1200000
677324,99993,1200000
896822,99994,1200000
1195955,99994,1200000
852447,99994,1200000
775218,99995,1200000
852868,99995,1200000
670507,99995,1200000
810709,99996,1200000
670728,99996,1200000
602356,99996,1200000
761214,99997,1200000
726285,99997,1200000
782543,99998,1200000
613274,99998,1200000
708858,99999,1200000
940727,99999,1200000
1146124,99999,1200000
606229,99999,1200000
1124262,100000,1200000
671171,100000,1200000
862584,100000,1200000
641083,100000,1200000
1132699,100001,1200000
1168816,100002,1200000
1057913,100002,1200000
1003776,100002,1200000
1242679,99974,1800000
1744367,99984,1800000
1378118,99985,1800000
1452051,99985,1800000
1312582,99985,1800000
1468920,99986,1800000
1641134,99987,1800000
1639006,99987,1800000
1701839,99989,1800000
1529834,99989,1800000
1461248,99989,1800000
1732812,99990,1800000
1255404,99990,1800000
1776202,99991,1800000
1360931,99991,1800000
1714966,99993,1800000
1747254,99995,1800000
1790689,99996,1800000
1762455,99996,1800000
1551060,99996,1800000
1670413,99996,1800000
1349987,99996,1800000
1546169,99997,1800000
1503778,99998,1800000
1727213,99998,1800000
1481626,99998,1800000
1464294,99998,1800000
1515118,99999,1800000
1470842,99999,1800000
1693346,100000,1800000
1757083,100000,1800000
1391637,100000,1800000
1504747,100001,1800000
1484389,100001,1800000
1238790,100001,1800000
1685562,100002,1800000
1601823,100002,1800000
1743154,100002,1800000
1203226,100002,1800000
1312334,100003,1800000
1150041,100003,1800000
1444453,100003,1800000
1478677,100003,1800000
839537,100003,1800000
1227258,100003,1800000
836817,100003,1800000
1023563,100004,1800000
1530632,100004,1800000
706172,100004,1800000
1368986,100005,1800000
1986804,99972,2400000
1810835,99984,2400000
1963801,99986,2400000
2265736,99987,2400000
2077055,99987,2400000
2197101,99988,2400000
1975454,99989,2400000
2237145,99990,2400000
2068715,99990,2400000
2174701,99991,2400000
2284237,99991,2400000
2337944,99991,2400000
2150111,99991,2400000
2229107,99992,2400000
2060359,99992,2400000
2267130,99992,2400000
1977966,99992,2400000
2277476,99994,2400000
1955392,99994,2400000
2275044,99995,2400000
2197092,99996,2400000
1871664,99997,2400000
2275342,99997,2400000
2379639,99997,2400000
2120746,99997,2400000
2275848,99997,2400000
1854337,99997,2400000
2204055,99998,2400000
2057049,99999,2400000
2386964,100000,2400000
2122209,100001,2400000
1815777,100001,2400000
2165974,100002,2400000
1932824,100002,2400000
2232018,100003,2400000
1961502,100003,2400000
1906900,100003,2400000
2114145,100004,2400000
2080516,100005,2400000
1982642,100005,2400000
1375439,100005,2400000
1813755,100005,2400000
923560,100005,2400000
1084484,100006,2400000
1109044,100006,2400000
1081165,100006,2400000
1510597,100006,2400000
623291,100006,2400000
1946913,100007,2400000
1452584,100007,2400000
2788424,99978,3000000
2686360,99981,3000000
2877097,99982,3000000
2684460,99983,3000000
2481607,99983,3000000
2698573,99984,3000000
2934989,99986,3000000
2930080,99986,3000000
2605422,99986,3000000
2602393,99986,3000000
2774786,99988,3000000
2608041,99988,3000000
2952201,99989,3000000
2648502,99989,3000000
2478049,99991,3000000
2699102,99991,3000000
2714463,99991,3000000
2935003,99991,3000000
2440769,99991,3000000
2553817,99993,3000000
2542558,99994,3000000
2865684,99994,3000000
2445951,99994,3000000
2763227,99995,3000000
2994531,99995,3000000
2650952,99995,3000000
2469371,99996,3000000
2828341,99996,3000000
2427437,99996,3000000
2400689,99997,3000000
2828788,99998,3000000
2710721,99998,3000000
2977935,99998,3000000
2555532,99998,3000000
2910358,99999,3000000
2744388,99999,3000000
2629328,99999,3000000
2718170,100000,3000000
2493968,100000,3000000
2773020,100001,3000000
2485055,100002,3000000
2970043,100003,3000000
2786051,100003,3000000
2744863,100004,3000000
2641771,100005,3000000
2640776,100005,3000000
2773788,100006,3000000
2921077,100006,3000000
2736177,100006,3000000
2547352,100007,3000000
3004262,99976,3600000
3467293,99977,3600000
3242320,99982,3600000
3335204,99983,3600000
3211633,99986,3600000
3030294,99988,3600000
3007703,99988,3600000
3410189,99989,3600000
3127568,99990,3600000
3334673,99991,3600000
3563063,99992,3600000
3292808,99993,3600000
3112065,99993,3600000
3021078,99993,3600000
